Id,Feature1,Feature2,Species
91,0.21478521478521478,0.3280456852791878,Iris-versicolor
92,0.4145854145854145,0.40164974619289334,Iris-versicolor
93,0.25374625374625376,0.2975888324873096,Iris-versicolor
94,0.07492507492507489,0.2024111675126903,Iris-versicolor
95,0.2557442557442557,0.33946700507614214,Iris-versicolor
96,0.3546453546453547,0.3128172588832487,Iris-versicolor
97,0.32617382617382623,0.33946700507614214,Iris-versicolor
98,0.3986013986013986,0.3477157360406091,Iris-versicolor
99,0.13736263736263737,0.20241116751269037,Iris-versicolor
100,0.29770229770229767,0.3312182741116751,Iris-versicolor
101,0.5389610389610391,0.9447969543147208,Iris-virginica
102,0.28271728271728275,0.6078680203045685,Iris-virginica
103,0.5644355644355643,0.7791878172588833,Iris-virginica
104,0.4130869130869131,0.6326142131979695,Iris-virginica
105,0.4745254745254745,0.8026649746192893,Iris-virginica
106,0.6393606393606392,0.8724619289340101,Iris-virginica
107,0.11238761238761236,0.4784263959390862,Iris-virginica
108,0.557942057942058,0.7125634517766497,Iris-virginica
109,0.3371628371628372,0.6554568527918782,Iris-virginica
110,0.7952047952047954,0.9606598984771574,Iris-virginica
111,0.5394605394605396,0.640228426395939,Iris-virginica
112,0.3636363636363637,0.631979695431472,Iris-virginica
113,0.5194805194805194,0.7258883248730965,Iris-virginica
114,0.21228771228771232,0.6275380710659899,Iris-virginica
115,0.3116883116883116,0.7696700507614213,Iris-virginica
116,0.5234765234765237,0.766497461928934,Iris-virginica
117,0.4745254745254745,0.6211928934010152,Iris-virginica
118,0.962037962037962,0.9282994923857869,Iris-virginica
119,0.5004995004995005,1.0,Iris-virginica
120,0.15984015984015992,0.4689086294416243,Iris-virginica
121,0.6033966033966036,0.8248730964467005,Iris-virginica
122,0.2837162837162836,0.6148477157360407,Iris-virginica
123,0.5774225774225774,0.8432741116751269,Iris-virginica
124,0.3501498501498503,0.5526649746192893,Iris-virginica
125,0.604895104895105,0.7525380710659899,Iris-virginica
126,0.6513486513486515,0.6782994923857869,Iris-virginica
127,0.36763236763236756,0.541243654822335,Iris-virginica
128,0.4145854145854145,0.5526649746192893,Iris-virginica
129,0.3956043956043955,0.7392131979695431,Iris-virginica
130,0.5794205794205796,0.5818527918781725,Iris-virginica
131,0.5354645354645355,0.7284263959390862,Iris-virginica
132,1.0,0.8052030456852792,Iris-virginica
133,0.3956043956043955,0.7747461928934011,Iris-virginica
134,0.3816183816183815,0.4784263959390862,Iris-virginica
135,0.29270729270729273,0.49048223350253795,Iris-virginica
136,0.6543456543456545,0.8832487309644669,Iris-virginica
137,0.5704295704295703,0.8458121827411167,Iris-virginica
138,0.4915084915084917,0.6211928934010152,Iris-virginica
139,0.39960039960039956,0.541243654822335,Iris-virginica
140,0.5689310689310689,0.7125634517766498,Iris-virginica
141,0.537962037962038,0.8458121827411167,Iris-virginica
142,0.5689310689310689,0.7373096446700507,Iris-virginica
143,0.28271728271728275,0.6078680203045685,Iris-virginica
144,0.5874125874125875,0.8540609137055838,Iris-virginica
145,0.604895104895105,0.8972081218274112,Iris-virginica
146,0.5044955044955046,0.7519035532994923,Iris-virginica
147,0.28721278721278726,0.5958121827411168,Iris-virginica
148,0.4745254745254745,0.6529187817258884,Iris-virginica
149,0.5534465534465534,0.7810913705583756,Iris-virginica
150,0.38461538461538475,0.575507614213198,Iris-virginica
